submission_date,submission_client,submission_asset,submission_service,submission_snap_time,submission_curr_1,submission_curr_2,submission_onshore_offshore_curr_1,submission_onshore_offshore_curr_2,submission_instrument_type,submission_tenor,submission_fwrd_conversion_factor,submission_value_source,submission_value_source_ref_id,submission_spot_reference_price,submission_mid_fwrd_outright,submission_mid_fwrd_points
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,RUB,,,Forward,2M,10000,,,80.79594376,82.05506473,12591.20963
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,RUB,,,Forward,3M,10000,,,80.79594376,82.61600434,18200.60578
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,RUB,,,Forward,6M,10000,,,80.79594376,84.59416115,37982.1739
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,RUB,,,Forward,9M,10000,,,80.79594376,86.59818155,58022.37788
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,RUB,,,Forward,1Y,10000,,,80.79594376,88.6028011,78068.57339
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,RUB,,,Forward,18M,10000,,,80.79594376,92.43610671,116401.6295
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,RUB,,,Forward,2Y,10000,,,80.79594376,96.04438677,152484.43
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,RUB,,,Forward,3Y,10000,,,80.79594376,102.994875,221989.3128
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,RUB,,,Forward,4Y,10000,,,80.79594376,109.7392645,289433.207
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,RUB,,,Forward,5Y,10000,,,80.79594376,116.404858,356089.1419
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,RUB,,,Forward,7Y,10000,,,80.79594376,130.2456017,494496.5795
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,RUB,,,Forward,10Y,10000,,,80.79594376,153.2162276,724202.8388
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,RUB,,,Forward,15Y,10000,,,80.79594376,210.1843737,1293884.299
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,RUB,,,Forward,20Y,10000,,,80.79594376,288.7614556,2079655.118
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,RUB,,,Forward,25Y,10000,,,80.79594376,400.243515,3194475.713
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,RUB,,,Forward,30Y,10000,,,80.79594376,563.858561,4830626.173
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SEK,,,Spot Price,Spot,,,,9.83300005,,9.83300005
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SEK,,,Forward,ON,10000,,,9.83300005,9.833170586,1.705353473
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SEK,,,Forward,TN,10000,,,9.83300005,9.833170586,1.705353473
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SEK,,,Forward,SpotNext,10000,,,9.83300005,9.833170586,1.705353473
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SEK,,,Forward,1W,10000,,,9.83300005,9.834225873,12.2582293
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SEK,,,Forward,2W,10000,,,9.83300005,9.835470835,24.70784596
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SEK,,,Forward,1M,10000,,,9.83300005,9.832240283,-7.597668213
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SEK,,,Forward,2M,10000,,,9.83300005,9.837658587,46.58537125
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SEK,,,Forward,3M,10000,,,9.83300005,9.843084254,100.8420336
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SEK,,,Forward,6M,10000,,,9.83300005,9.860769333,277.6928282
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SEK,,,Forward,9M,10000,,,9.83300005,9.879429034,464.2898354
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SEK,,,Forward,1Y,10000,,,9.83300005,9.899765583,667.6553254
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SEK,,,Forward,18M,10000,,,9.83300005,9.93692571,1039.256593
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SEK,,,Forward,2Y,10000,,,9.83300005,9.977372325,1443.722749
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SEK,,,Forward,3Y,10000,,,9.83300005,10.07408639,2410.863433
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SEK,,,Forward,4Y,10000,,,9.83300005,10.18930625,3563.06196
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SEK,,,Forward,5Y,10000,,,9.83300005,10.30615095,4731.508995
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SEK,,,Forward,7Y,10000,,,9.83300005,10.53862994,7056.29888
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SEK,,,Forward,10Y,10000,,,9.83300005,10.94655772,11135.57671
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SEK,,,Forward,15Y,10000,,,9.83300005,11.85936046,20263.60412
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SEK,,,Forward,20Y,10000,,,9.83300005,12.96331771,31303.1766
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SEK,,,Forward,25Y,10000,,,9.83300005,13.96007624,41270.76186
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SEK,,,Forward,30Y,10000,,,9.83300005,15.16049399,53274.93938
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SGD,,,Spot Price,Spot,,,,1.487182284,,1.487182284
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SGD,,Offshore,Forward,ON,10000,,,1.487182284,1.48722569,0.434060038
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SGD,,Offshore,Forward,TN,10000,,,1.487182284,1.48722569,0.434060038
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SGD,,Offshore,Forward,SpotNext,10000,,,1.487182284,1.48722569,0.434060038
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SGD,,Offshore,Forward,1W,10000,,,1.487182284,1.487495617,3.133330883
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SGD,,Offshore,Forward,2W,10000,,,1.487182284,1.487799049,6.167644769
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SGD,,Offshore,Forward,1M,10000,,,1.487182284,1.48965944,24.77156089
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SGD,,Offshore,Forward,2M,10000,,,1.487182284,1.491127674,39.45389817
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SGD,,Offshore,Forward,3M,10000,,,1.487182284,1.492373647,51.9136232
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SGD,,Offshore,Forward,6M,10000,,,1.487182284,1.49675763,95.75345961
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SGD,,Offshore,Forward,9M,10000,,,1.487182284,1.501295836,141.1355168
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SGD,,Offshore,Forward,1Y,10000,,,1.487182284,1.505147195,179.6491086
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SGD,,Offshore,Forward,18M,10000,,,1.487182284,1.51649514,293.1285621
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SGD,,Offshore,Forward,2Y,10000,,,1.487182284,1.528597221,414.1493706
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SGD,,Offshore,Forward,3Y,10000,,,1.487182284,1.555379409,681.9712496
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SGD,,Offshore,Forward,4Y,10000,,,1.487182284,1.583081653,958.9936825
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SGD,,Offshore,Forward,5Y,10000,,,1.487182284,1.608912099,1217.298145
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SGD,,Offshore,Forward,7Y,10000,,,1.487182284,1.649152121,1619.698367
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SGD,,Offshore,Forward,10Y,10000,,,1.487182284,1.728595017,2414.127324
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SGD,,Offshore,Forward,15Y,10000,,,1.487182284,1.870298899,3831.166143
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SGD,,Offshore,Forward,20Y,10000,,,1.487182284,2.009891217,5227.089328
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SGD,,Offshore,Forward,25Y,10000,,,1.487182284,2.178365997,6911.83713
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CHF,SGD,,Offshore,Forward,30Y,10000,,,1.487182284,2.402400689,9152.184044
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNH,TWD,,,Spot Price,Spot,,,,4.348984433,,4.348984433
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNH,TWD,,Offshore,Forward,ON,10000,,,4.348984433,4.347286787,-16.97645934
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNH,TWD,,Offshore,Forward,TN,10000,,,4.348984433,4.347286787,-16.97645934
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNH,TWD,,Offshore,Forward,SpotNext,10000,,,4.348984433,4.347286787,-16.97645934
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNH,TWD,,Offshore,Forward,1W,10000,,,4.348984433,4.337114818,-118.6961423
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNH,TWD,,Offshore,Forward,2W,10000,,,4.348984433,4.333482153,-155.022792
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNH,TWD,,Offshore,Forward,1M,10000,,,4.348984433,4.323476034,-255.0839914
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNH,TWD,,Offshore,Forward,2M,10000,,,4.348984433,4.300403163,-485.8126988
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNH,TWD,,Offshore,Forward,3M,10000,,,4.348984433,4.284889707,-640.9472565
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNH,TWD,,Offshore,Forward,6M,10000,,,4.348984433,4.234202126,-1147.823067
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNH,TWD,,Offshore,Forward,9M,10000,,,4.348984433,4.186426064,-1625.583688
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNH,TWD,,Offshore,Forward,1Y,10000,,,4.348984433,4.138865083,-2101.193494
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNH,TWD,,Offshore,Forward,18M,10000,,,4.348984433,4.058437876,-2905.465571
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNH,TWD,,Offshore,Forward,2Y,10000,,,4.348984433,3.995725909,-3532.585236
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNH,TWD,,Offshore,Forward,3Y,10000,,,4.348984433,3.899843086,-4491.41347
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNH,TWD,,Offshore,Forward,4Y,10000,,,4.348984433,3.831028852,-5179.555803
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNH,TWD,,Offshore,Forward,5Y,10000,,,4.348984433,3.820890282,-5280.941504
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNH,TWD,,Offshore,Forward,7Y,10000,,,4.348984433,3.712566779,-6364.176533
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNH,TWD,,Offshore,Forward,10Y,10000,,,4.348984433,3.498730671,-8502.537612
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNH,TWD,,Offshore,Forward,15Y,10000,,,4.348984433,3.168398068,-11805.86365
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNH,TWD,,Offshore,Forward,20Y,10000,,,4.348984433,2.869253812,-14797.30621
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNH,TWD,,Offshore,Forward,25Y,10000,,,4.348984433,2.598353256,-17506.31176
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNH,TWD,,Offshore,Forward,30Y,10000,,,4.348984433,2.353157504,-19958.26928
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNY,KRW,,,Spot Price,Spot,,,,185.8762344,,185.8762344
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNY,KRW,Offshore,Offshore,Forward,ON,10000,,,185.8762344,185.8759199,-3.145189257
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNY,KRW,Offshore,Offshore,Forward,TN,10000,,,185.8762344,185.8759199,-3.145189257
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNY,KRW,Offshore,Offshore,Forward,SpotNext,10000,,,185.8762344,185.8759199,-3.145189257
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNY,KRW,Offshore,Offshore,Forward,1W,10000,,,185.8762344,185.8742394,-19.94963586
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNY,KRW,Offshore,Offshore,Forward,2W,10000,,,185.8762344,185.8737099,-25.24458481
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNY,KRW,Offshore,Offshore,Forward,1M,10000,,,185.8762344,185.8711089,-51.25453361
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNY,KRW,Offshore,Offshore,Forward,2M,10000,,,185.8762344,185.8673422,-88.92151142
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNY,KRW,Offshore,Offshore,Forward,3M,10000,,,185.8762344,185.8641907,-120.4365851
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNY,KRW,Offshore,Offshore,Forward,6M,10000,,,185.8762344,185.8541767,-220.5766743
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNY,KRW,Offshore,Offshore,Forward,9M,10000,,,185.8762344,185.8442251,-320.0930745
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNY,KRW,Offshore,Offshore,Forward,1Y,10000,,,185.8762344,185.8353272,-409.0719437
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNY,KRW,Offshore,Offshore,Forward,18M,10000,,,185.8762344,185.8103457,-658.8865329
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNY,KRW,Offshore,Offshore,Forward,2Y,10000,,,185.8762344,185.7910918,-851.4255229
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNY,KRW,Offshore,Offshore,Forward,3Y,10000,,,185.8762344,185.7786066,-976.2781227
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNY,KRW,Offshore,Offshore,Forward,4Y,10000,,,185.8762344,185.7535955,-1226.389369
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNY,KRW,Offshore,Offshore,Forward,5Y,10000,,,185.8762344,185.7344493,-1417.850832
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNY,KRW,Offshore,Offshore,Forward,7Y,10000,,,185.8762344,185.7386348,-1375.996357
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNY,KRW,Offshore,Offshore,Forward,10Y,10000,,,185.8762344,185.6977631,-1784.713309
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNY,KRW,Offshore,Offshore,Forward,15Y,10000,,,185.8762344,185.6322315,-2440.028934
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNY,KRW,Offshore,Offshore,Forward,20Y,10000,,,185.8762344,185.5614531,-3147.812482
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNY,KRW,Offshore,Offshore,Forward,25Y,10000,,,185.8762344,185.4853376,-3908.967897
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CNY,KRW,Offshore,Offshore,Forward,30Y,10000,,,185.8762344,185.4147952,-4614.392427
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CZK,JPY,,,Spot Price,Spot,,,,5.018727783,,5.018727783
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CZK,JPY,,,Forward,ON,1000,,,5.018727783,5.018356878,-0.370905138
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CZK,JPY,,,Forward,TN,1000,,,5.018727783,5.018356878,-0.370905138
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CZK,JPY,,,Forward,SpotNext,1000,,,5.018727783,5.018356878,-0.370905138
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CZK,JPY,,,Forward,1W,1000,,,5.018727783,5.016070932,-2.656851286
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CZK,JPY,,,Forward,2W,1000,,,5.018727783,5.013423987,-5.303795972
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CZK,JPY,,,Forward,1M,1000,,,5.018727783,5.014293511,-4.434271714
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CZK,JPY,,,Forward,2M,1000,,,5.018727783,5.003225844,-15.50193957
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CZK,JPY,,,Forward,3M,1000,,,5.018727783,4.991394276,-27.33350663
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CZK,JPY,,,Forward,6M,1000,,,5.018727783,4.947551261,-71.17652204
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CZK,JPY,,,Forward,9M,1000,,,5.018727783,4.906519946,-112.2078372
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CZK,JPY,,,Forward,1Y,1000,,,5.018727783,4.861843952,-156.883831
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CZK,JPY,,,Forward,18M,1000,,,5.018727783,4.788956241,-229.7715421
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CZK,JPY,,,Forward,2Y,1000,,,5.018727783,4.723483144,-295.2446394
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CZK,JPY,,,Forward,3Y,1000,,,5.018727783,4.584397704,-434.3300786
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CZK,JPY,,,Forward,4Y,1000,,,5.018727783,4.462514625,-556.213158
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CZK,JPY,,,Forward,5Y,1000,,,5.018727783,4.349026751,-669.7010321
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CZK,JPY,,,Forward,7Y,1000,,,5.018727783,4.163356692,-855.3710915
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CZK,JPY,,,Forward,10Y,1000,,,5.018727783,3.929270666,-1089.457117
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CZK,JPY,,,Forward,15Y,1000,,,5.018727783,3.539842822,-1478.884961
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CZK,JPY,,,Forward,20Y,1000,,,5.018727783,2.994903037,-2023.824746
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CZK,JPY,,,Forward,25Y,1000,,,5.018727783,2.62121533,-2397.512453
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,CZK,JPY,,,Forward,30Y,1000,,,5.018727783,2.325124666,-2693.603117
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,AUD,,,Spot Price,Spot,,,,1.588789942,,1.588789942
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,AUD,,,Forward,ON,10000,,,1.588789942,1.588813281,0.233384424
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,AUD,,,Forward,TN,10000,,,1.588789942,1.588813281,0.233384424
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,AUD,,,Forward,SpotNext,10000,,,1.588789942,1.588813281,0.233384424
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,AUD,,,Forward,1W,10000,,,1.588789942,1.588953362,1.63419302
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,AUD,,,Forward,2W,10000,,,1.588789942,1.58910555,3.156078617
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,AUD,,,Forward,1M,10000,,,1.588789942,1.590366747,15.76804519
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,AUD,,,Forward,2M,10000,,,1.588789942,1.591142674,23.52731684
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,AUD,,,Forward,3M,10000,,,1.588789942,1.591997498,32.07556055
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,AUD,,,Forward,6M,10000,,,1.588789942,1.595218785,64.28842999
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,AUD,,,Forward,9M,10000,,,1.588789942,1.599407705,106.1776249
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,AUD,,,Forward,1Y,10000,,,1.588789942,1.604787282,159.9733923
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,AUD,,,Forward,18M,10000,,,1.588789942,1.62067727,318.8732786
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,AUD,,,Forward,2Y,10000,,,1.588789942,1.641096081,523.0613847
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,AUD,,,Forward,3Y,10000,,,1.588789942,1.680464597,916.7465467
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,AUD,,,Forward,4Y,10000,,,1.588789942,1.724134824,1353.448816
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,AUD,,,Forward,5Y,10000,,,1.588789942,1.769069451,1802.795091
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,AUD,,,Forward,7Y,10000,,,1.588789942,1.866261129,2774.711862
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,AUD,,,Forward,10Y,10000,,,1.588789942,2.010338141,4215.481987
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,AUD,,,Forward,15Y,10000,,,1.588789942,2.259353392,6705.634501
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,AUD,,,Forward,20Y,10000,,,1.588789942,2.508397583,9196.076402
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,AUD,,,Forward,25Y,10000,,,1.588789942,2.686354622,10975.6468
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,AUD,,,Forward,30Y,10000,,,1.588789942,2.825418375,12366.28432
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,BRL,,,Spot Price,Spot,,,,6.352523719,,6.352523719
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,BRL,,Offshore,Forward,ON,10000,,,6.352523719,6.354284912,17.61192762
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,BRL,,Offshore,Forward,TN,10000,,,6.352523719,6.354284912,17.61192762
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,BRL,,Offshore,Forward,SpotNext,10000,,,6.352523719,6.354284912,17.61192762
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,BRL,,Offshore,Forward,1W,10000,,,6.352523719,6.361138555,86.14835775
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,BRL,,Offshore,Forward,2W,10000,,,6.352523719,6.371603549,190.7982985
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,BRL,,Offshore,Forward,1M,10000,,,6.352523719,6.402093463,495.697441
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,BRL,,Offshore,Forward,2M,10000,,,6.352523719,6.452472029,999.4831069
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,BRL,,Offshore,Forward,3M,10000,,,6.352523719,6.500844764,1483.210452
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,BRL,,Offshore,Forward,6M,10000,,,6.352523719,6.694825585,3423.018666
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,BRL,,Offshore,Forward,9M,10000,,,6.352523719,6.90444654,5519.228213
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,BRL,,Offshore,Forward,1Y,10000,,,6.352523719,7.100471025,7479.473062
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,BRL,,Offshore,Forward,18M,10000,,,6.352523719,7.505731333,11532.07614
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,BRL,,Offshore,Forward,2Y,10000,,,6.352523719,7.901021541,15484.97822
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,BRL,,Offshore,Forward,3Y,10000,,,6.352523719,8.744765426,23922.41708
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,BRL,,Offshore,Forward,4Y,10000,,,6.352523719,9.678427812,33259.04093
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,BRL,,Offshore,Forward,5Y,10000,,,6.352523719,10.7236039,43710.80179
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,EUR,BRL,,Offshore,Forward,7Y,10000,,,6.352523719,13.14025151,67877.27787
